divTime	mrca	species.1	species.2	n	spClade.1	spClade.2	pairClade
1359.616	248	Amia_calva	Nymphon_striatum	3	Amia_calva	Nymphon_striatum	Amia_calva-Nymphon_striatum
1359.616	248	Amia_calva	Tachypleus_gigas	4	Amia_calva	346	346-Amia_calva
1359.616	248	Amia_calva	Carcinoscorpius_rotundicauda	3	Amia_calva	346	346-Amia_calva
1359.616	248	Amia_calva	Limulus_polyphemus	5	Amia_calva	346	346-Amia_calva
1359.616	248	Amia_calva	Dysdera_silvatica	1	Amia_calva	Dysdera_silvatica	Amia_calva-Dysdera_silvatica
1359.616	248	Amia_calva	Dolomedes_plantarius	2	Amia_calva	Dolomedes_plantarius	Amia_calva-Dolomedes_plantarius
1359.616	248	Amia_calva	Argiope_bruennichi	0	Amia_calva	Argiope_bruennichi	Amia_calva-Argiope_bruennichi
1359.616	248	Amia_calva	Parasteatoda_tepidariorum	0	Amia_calva	Parasteatoda_tepidariorum	Amia_calva-Parasteatoda_tepidariorum
1359.616	248	Amia_calva	Rhipicephalus_sanguineus	0	Amia_calva	Rhipicephalus_sanguineus	Amia_calva-Rhipicephalus_sanguineus
1359.616	248	Amia_calva	Varroa_destructor	0	Amia_calva	Varroa_destructor	Amia_calva-Varroa_destructor
1359.616	248	Amia_calva	Tetranychus_urticae	0	Amia_calva	Tetranychus_urticae	Amia_calva-Tetranychus_urticae
1359.616	248	Aculops_lycopersici	Amia_calva	0	Aculops_lycopersici	Amia_calva	Aculops_lycopersici-Amia_calva
1359.616	248	Amia_calva	Dermatophagoides_farinae	0	Amia_calva	Dermatophagoides_farinae	Amia_calva-Dermatophagoides_farinae
1359.616	248	Amia_calva	Sarcoptes_scabiei	0	Amia_calva	Sarcoptes_scabiei	Amia_calva-Sarcoptes_scabiei
1359.616	248	Amia_calva	Anisolabis_maritima	1	Amia_calva	Anisolabis_maritima	Amia_calva-Anisolabis_maritima
1359.616	248	Amia_calva	Vandiemenella_viatica	0	Amia_calva	Vandiemenella_viatica	Amia_calva-Vandiemenella_viatica
1359.616	248	Amia_calva	Gryllus_bimaculatus	0	Amia_calva	Gryllus_bimaculatus	Amia_calva-Gryllus_bimaculatus
1359.616	248	Amia_calva	Apteronemobius_asahinai	0	Amia_calva	Apteronemobius_asahinai	Amia_calva-Apteronemobius_asahinai
1359.616	248	Amia_calva	Laupala_kohalensis	0	Amia_calva	Laupala_kohalensis	Amia_calva-Laupala_kohalensis
1359.616	248	Amia_calva	Timema_cristinae	0	Amia_calva	Timema_cristinae	Amia_calva-Timema_cristinae
1359.616	248	Amia_calva	Clitarchus_hookeri	0	Amia_calva	Clitarchus_hookeri	Amia_calva-Clitarchus_hookeri
1359.616	248	Amia_calva	Blattella_germanica	0	Amia_calva	Blattella_germanica	Amia_calva-Blattella_germanica
1359.616	248	Amia_calva	Cryptotermes_secundus	0	Amia_calva	369	369-Amia_calva
1359.616	248	Amia_calva	Coptotermes_formosanus	0	Amia_calva	369	369-Amia_calva
1359.616	248	Amia_calva	Isoperla_grammatica	0	Amia_calva	Isoperla_grammatica	Amia_calva-Isoperla_grammatica
1359.616	248	Amia_calva	Brachyptera_putata	0	Amia_calva	Brachyptera_putata	Amia_calva-Brachyptera_putata
1359.616	248	Amia_calva	Nemurella_pictetii	0	Amia_calva	Nemurella_pictetii	Amia_calva-Nemurella_pictetii
1359.616	248	Amia_calva	Lednia_tumana	0	Amia_calva	Lednia_tumana	Amia_calva-Lednia_tumana
1359.616	248	Amia_calva	Amphinemura_sulcicollis	0	Amia_calva	Amphinemura_sulcicollis	Amia_calva-Amphinemura_sulcicollis
1359.616	248	Amia_calva	Neoneuromus_ignobilis	0	Amia_calva	Neoneuromus_ignobilis	Amia_calva-Neoneuromus_ignobilis
1359.616	248	Amia_calva	Chrysopa_pallens	0	Amia_calva	377	377-Amia_calva
1359.616	248	Amia_calva	Chrysoperla_carnea	0	Amia_calva	377	377-Amia_calva
1359.616	248	Amia_calva	Tipula_oleracea	0	Amia_calva	Tipula_oleracea	Amia_calva-Tipula_oleracea
1359.616	248	Amia_calva	Mochlonyx_cinctipes	0	Amia_calva	Mochlonyx_cinctipes	Amia_calva-Mochlonyx_cinctipes
1359.616	248	Amia_calva	Chaoborus_trivitattus	0	Amia_calva	Chaoborus_trivitattus	Amia_calva-Chaoborus_trivitattus
1359.616	248	Amia_calva	Anopheles_albimanus	0	Amia_calva	Anopheles_albimanus	Amia_calva-Anopheles_albimanus
1359.616	248	Amia_calva	Culex_quinquefasciatus	0	Amia_calva	Culex_quinquefasciatus	Amia_calva-Culex_quinquefasciatus
1359.616	248	Aedes_aegypti	Amia_calva	0	Aedes_aegypti	Amia_calva	Aedes_aegypti-Amia_calva
1359.616	248	Amia_calva	Propsilocerus_akamusi	0	Amia_calva	Propsilocerus_akamusi	Amia_calva-Propsilocerus_akamusi
1359.616	248	Amia_calva	Clunio_marinus	0	Amia_calva	Clunio_marinus	Amia_calva-Clunio_marinus
1359.616	248	Amia_calva	Polypedilum_vanderplanki	0	Amia_calva	Polypedilum_vanderplanki	Amia_calva-Polypedilum_vanderplanki
1359.616	248	Amia_calva	Chironomus_riparius	0	Amia_calva	Chironomus_riparius	Amia_calva-Chironomus_riparius
1359.616	248	Amia_calva	Lutzomyia_longipalpis	0	Amia_calva	Lutzomyia_longipalpis	Amia_calva-Lutzomyia_longipalpis
1359.616	248	Amia_calva	Phlebotomus_papatasi	0	Amia_calva	Phlebotomus_papatasi	Amia_calva-Phlebotomus_papatasi
1359.616	248	Amia_calva	Coboldia_fuscipes	0	Amia_calva	Coboldia_fuscipes	Amia_calva-Coboldia_fuscipes
1359.616	248	Amia_calva	Bibio_marci	0	Amia_calva	Bibio_marci	Amia_calva-Bibio_marci
1359.616	248	Amia_calva	Bolitophila_cinerea	0	Amia_calva	Bolitophila_cinerea	Amia_calva-Bolitophila_cinerea
1359.616	248	Amia_calva	Bradysia_coprophila	0	Amia_calva	Bradysia_coprophila	Amia_calva-Bradysia_coprophila
1359.616	248	Amia_calva	Catotricha_subobsoleta	0	Amia_calva	Catotricha_subobsoleta	Amia_calva-Catotricha_subobsoleta
1359.616	248	Amia_calva	Sitodiplosis_mosellana	0	Amia_calva	Sitodiplosis_mosellana	Amia_calva-Sitodiplosis_mosellana
1359.616	248	Amia_calva	Mayetiola_destructor	0	Amia_calva	Mayetiola_destructor	Amia_calva-Mayetiola_destructor
1359.616	248	Amia_calva	Eristalis_tenax	0	Amia_calva	Eristalis_tenax	Amia_calva-Eristalis_tenax
1359.616	248	Amia_calva	Syritta_pipiens	0	Amia_calva	Syritta_pipiens	Amia_calva-Syritta_pipiens
1359.616	248	Amia_calva	Volucella_inanis	0	Amia_calva	Volucella_inanis	Amia_calva-Volucella_inanis
1359.616	248	Amia_calva	Cheilosia_vulpina	0	Amia_calva	Cheilosia_vulpina	Amia_calva-Cheilosia_vulpina
1359.616	248	Amia_calva	Criorhina_berberina	0	Amia_calva	404	404-Amia_calva
1359.616	248	Amia_calva	Xylota_sylvarum	0	Amia_calva	404	404-Amia_calva
1359.616	248	Amia_calva	Platycheirus_albimanus	0	Amia_calva	405	405-Amia_calva
1359.616	248	Amia_calva	Sphaerophoria_rueppellii	0	Amia_calva	405	405-Amia_calva
1359.616	248	Amia_calva	Scaeva_pyrastri	0	Amia_calva	405	405-Amia_calva
1359.616	248	Amia_calva	Xanthogramma_pedissequum	0	Amia_calva	405	405-Amia_calva
1359.616	248	Amia_calva	Chrysotoxum_bicinctum	0	Amia_calva	405	405-Amia_calva
1359.616	248	Amia_calva	Ephydra_gracilis	0	Amia_calva	410	410-Amia_calva
1359.616	248	Amia_calva	Cirrula_hians	0	Amia_calva	410	410-Amia_calva
1359.616	248	Amia_calva	Phortica_variegata	0	Amia_calva	Phortica_variegata	Amia_calva-Phortica_variegata
1359.616	248	Amia_calva	Leucophenga_varia	0	Amia_calva	Leucophenga_varia	Amia_calva-Leucophenga_varia
1359.616	248	Amia_calva	Chymomyza_costata	0	Amia_calva	Chymomyza_costata	Amia_calva-Chymomyza_costata
1359.616	248	Amia_calva	Scaptodrosophila_lebanonensis	0	Amia_calva	Scaptodrosophila_lebanonensis	Amia_calva-Scaptodrosophila_lebanonensis
1359.616	248	Amia_calva	Drosophila_athabasca	0	Amia_calva	Drosophila_athabasca	Amia_calva-Drosophila_athabasca
1359.616	248	Amia_calva	Lordiphosa_clarofinis	0	Amia_calva	Lordiphosa_clarofinis	Amia_calva-Lordiphosa_clarofinis
1359.616	248	Amia_calva	Scaptomyza_graminum	0	Amia_calva	Scaptomyza_graminum	Amia_calva-Scaptomyza_graminum
1359.616	248	Amia_calva	Zaprionus_capensis	0	Amia_calva	Zaprionus_capensis	Amia_calva-Zaprionus_capensis
1359.616	248	Amia_calva	Neomicropteryx_cornuta	0	Amia_calva	Neomicropteryx_cornuta	Amia_calva-Neomicropteryx_cornuta
1359.616	248	Amia_calva	Ypsolopha_scabrella	0	Amia_calva	Ypsolopha_scabrella	Amia_calva-Ypsolopha_scabrella
1359.616	248	Amia_calva	Notocelia_uddmanniana	0	Amia_calva	Notocelia_uddmanniana	Amia_calva-Notocelia_uddmanniana
1359.616	248	Amia_calva	Melinaea_marsaeus_rileyi	0	Amia_calva	Melinaea_marsaeus_rileyi	Amia_calva-Melinaea_marsaeus_rileyi
1359.616	248	Amia_calva	Endotricha_flammealis	0	Amia_calva	Endotricha_flammealis	Amia_calva-Endotricha_flammealis
1359.616	248	Amia_calva	Cnaphalocrocis_exigua	0	Amia_calva	Cnaphalocrocis_exigua	Amia_calva-Cnaphalocrocis_exigua
1359.616	248	Amia_calva	Parapoynx_stratiotata	0	Amia_calva	Parapoynx_stratiotata	Amia_calva-Parapoynx_stratiotata
1359.616	248	Amia_calva	Habrosyne_pyritoides	0	Amia_calva	Habrosyne_pyritoides	Amia_calva-Habrosyne_pyritoides
1359.616	248	Amia_calva	Crocallis_elinguaria	0	Amia_calva	Crocallis_elinguaria	Amia_calva-Crocallis_elinguaria
1359.616	248	Amia_calva	Orgyia_antiqua	0	Amia_calva	Orgyia_antiqua	Amia_calva-Orgyia_antiqua
1359.616	248	Amia_calva	Dendrolimus_kikuchii	0	Amia_calva	Dendrolimus_kikuchii	Amia_calva-Dendrolimus_kikuchii
1359.616	248	Amia_calva	Hydropsyche_tenuis	0	Amia_calva	Hydropsyche_tenuis	Amia_calva-Hydropsyche_tenuis
1359.616	248	Amia_calva	Stenopsyche_tienmushanensis	0	Amia_calva	Stenopsyche_tienmushanensis	Amia_calva-Stenopsyche_tienmushanensis
1359.616	248	Amia_calva	Plectrocnemia_conspersa	0	Amia_calva	Plectrocnemia_conspersa	Amia_calva-Plectrocnemia_conspersa
1359.616	248	Amia_calva	Glossosoma_conforme	0	Amia_calva	Glossosoma_conforme	Amia_calva-Glossosoma_conforme
1359.616	248	Agrypnia_vestita	Amia_calva	0	Agrypnia_vestita	Amia_calva	Agrypnia_vestita-Amia_calva
1359.616	248	Amia_calva	Limnephilus_lunatus	1	Amia_calva	434	434-Amia_calva
1359.616	248	Amia_calva	Hesperophylax_magnus	0	Amia_calva	434	434-Amia_calva
1359.616	248	Amia_calva	Microvelia_longipes	0	Amia_calva	Microvelia_longipes	Amia_calva-Microvelia_longipes
1359.616	248	Amia_calva	Gerris_buenoi	0	Amia_calva	Gerris_buenoi	Amia_calva-Gerris_buenoi
1359.616	248	Amia_calva	Lethocerus_indicus	0	Amia_calva	Lethocerus_indicus	Amia_calva-Lethocerus_indicus
1359.616	248	Amia_calva	Apolygus_lucorum	0	Amia_calva	Apolygus_lucorum	Amia_calva-Apolygus_lucorum
1359.616	248	Amia_calva	Riptortus_pedestris	0	Amia_calva	Riptortus_pedestris	Amia_calva-Riptortus_pedestris
1359.616	248	Aelia_acuminata	Amia_calva	0	Aelia_acuminata	Amia_calva	Aelia_acuminata-Amia_calva
1359.616	248	Amia_calva	Nilaparvata_lugens	0	Amia_calva	Nilaparvata_lugens	Amia_calva-Nilaparvata_lugens
1359.616	248	Amia_calva	Homalodisca_vitripennis	0	Amia_calva	Homalodisca_vitripennis	Amia_calva-Homalodisca_vitripennis
1359.616	248	Amia_calva	Trialeurodes_vaporariorum	0	Amia_calva	Trialeurodes_vaporariorum	Amia_calva-Trialeurodes_vaporariorum
1359.616	248	Amia_calva	Pachypsylla_venusta	0	Amia_calva	Pachypsylla_venusta	Amia_calva-Pachypsylla_venusta
1359.616	248	Amia_calva	Phenacoccus_solenopsis	0	Amia_calva	Phenacoccus_solenopsis	Amia_calva-Phenacoccus_solenopsis
1359.616	248	Amia_calva	Schizaphis_graminum	0	Amia_calva	446	446-Amia_calva
1359.616	248	Amia_calva	Eriosoma_lanigerum	0	Amia_calva	446	446-Amia_calva
1359.616	248	Amia_calva	Pantala_flavescens	0	Amia_calva	449	449-Amia_calva
1359.616	248	Amia_calva	Ladona_fulva	1	Amia_calva	449	449-Amia_calva
1359.616	248	Amia_calva	Rhinocypha_anisoptera	0	Amia_calva	Rhinocypha_anisoptera	Amia_calva-Rhinocypha_anisoptera
1359.616	248	Amia_calva	Ischnura_elegans	0	Amia_calva	Ischnura_elegans	Amia_calva-Ischnura_elegans
1359.616	248	Amia_calva	Calopteryx_splendens	0	Amia_calva	Calopteryx_splendens	Amia_calva-Calopteryx_splendens
1359.616	248	Amia_calva	Ephemera_danica	0	Amia_calva	Ephemera_danica	Amia_calva-Ephemera_danica
1359.616	248	Amia_calva	Baetis_rhodani	0	Amia_calva	Baetis_rhodani	Amia_calva-Baetis_rhodani
1359.616	248	Amia_calva	Cloeon_dipterum	0	Amia_calva	Cloeon_dipterum	Amia_calva-Cloeon_dipterum
1359.616	248	Amia_calva	Notodromas_monacha	0	Amia_calva	Notodromas_monacha	Amia_calva-Notodromas_monacha
1359.616	248	Amia_calva	Daphnia_pulicaria	0	Amia_calva	Daphnia_pulicaria	Amia_calva-Daphnia_pulicaria
1359.616	248	Amia_calva	Eurytemora_affinis	0	Amia_calva	Eurytemora_affinis	Amia_calva-Eurytemora_affinis
1359.616	248	Amia_calva	Paracyclopina_nana	0	Amia_calva	Paracyclopina_nana	Amia_calva-Paracyclopina_nana
1359.616	248	Amia_calva	Lepeophtheirus_salmonis	4	Amia_calva	Lepeophtheirus_salmonis	Amia_calva-Lepeophtheirus_salmonis
1359.616	248	Amia_calva	Macrobrachium_nipponense	1	Amia_calva	Macrobrachium_nipponense	Amia_calva-Macrobrachium_nipponense
1359.616	248	Amia_calva	Portunus_trituberculatus	2	Amia_calva	Portunus_trituberculatus	Amia_calva-Portunus_trituberculatus
1359.616	248	Amia_calva	Procambarus_clarkii	1	Amia_calva	Procambarus_clarkii	Amia_calva-Procambarus_clarkii
1359.616	248	Amia_calva	Bathynomus_jamesi	4	Amia_calva	Bathynomus_jamesi	Amia_calva-Bathynomus_jamesi
1359.616	248	Amia_calva	Parhyale_hawaiensis	0	Amia_calva	Parhyale_hawaiensis	Amia_calva-Parhyale_hawaiensis
1359.616	248	Amia_calva	Trachelipus_rathkii	1	Amia_calva	464	464-Amia_calva
1359.616	248	Amia_calva	Armadillidium_vulgare	1	Amia_calva	464	464-Amia_calva
1359.616	248	Amia_calva	Dimorphilus_gyrociliatus	0	Amia_calva	Dimorphilus_gyrociliatus	Amia_calva-Dimorphilus_gyrociliatus
1359.616	248	Amia_calva	Owenia_fusiformis	0	Amia_calva	Owenia_fusiformis	Amia_calva-Owenia_fusiformis
1359.616	248	Amia_calva	Capitella_teleta	0	Amia_calva	Capitella_teleta	Amia_calva-Capitella_teleta
1359.616	248	Amia_calva	Streblospio_benedicti	0	Amia_calva	Streblospio_benedicti	Amia_calva-Streblospio_benedicti
1359.616	248	Amia_calva	Hydroides_elegans	0	Amia_calva	Hydroides_elegans	Amia_calva-Hydroides_elegans
1359.616	248	Amia_calva	Paraescarpia_echinospica	0	Amia_calva	472	472-Amia_calva
1359.616	248	Amia_calva	Lamellibrachia_luymesi	0	Amia_calva	472	472-Amia_calva
1359.616	248	Amia_calva	Enchytraeus_crypticus	0	Amia_calva	Enchytraeus_crypticus	Amia_calva-Enchytraeus_crypticus
1359.616	248	Amia_calva	Helobdella_robusta	0	Amia_calva	Helobdella_robusta	Amia_calva-Helobdella_robusta
1359.616	248	Amia_calva	Hirudo_medicinalis	0	Amia_calva	476	476-Amia_calva
1359.616	248	Amia_calva	Poecilobdella_manillensis	0	Amia_calva	476	476-Amia_calva
1359.616	248	Amia_calva	Eisenia_fetida	1	Amia_calva	478	478-Amia_calva
1359.616	248	Amia_calva	Aporrectodea_caliginosa	3	Amia_calva	478	478-Amia_calva
1359.616	248	Amia_calva	Eudrilus_eugeniae	1	Amia_calva	Eudrilus_eugeniae	Amia_calva-Eudrilus_eugeniae
1359.616	248	Amia_calva	Amynthas_corticis	1	Amia_calva	480	480-Amia_calva
1359.616	248	Amia_calva	Metaphire_vulgaris	1	Amia_calva	480	480-Amia_calva
1359.616	248	Amia_calva	Gigantopelta_aegis	0	Amia_calva	Gigantopelta_aegis	Amia_calva-Gigantopelta_aegis
1359.616	248	Amia_calva	Haliotis_rufescens	0	Amia_calva	Haliotis_rufescens	Amia_calva-Haliotis_rufescens
1359.616	248	Amia_calva	Steromphala_cineraria	0	Amia_calva	Steromphala_cineraria	Amia_calva-Steromphala_cineraria
1359.616	248	Amia_calva	Patella_pellucida	0	Amia_calva	Patella_pellucida	Amia_calva-Patella_pellucida
1359.616	248	Amia_calva	Pomacea_canaliculata	1	Amia_calva	Pomacea_canaliculata	Amia_calva-Pomacea_canaliculata
1359.616	248	Amia_calva	Batillaria_attramentaria	0	Amia_calva	Batillaria_attramentaria	Amia_calva-Batillaria_attramentaria
1359.616	248	Amia_calva	Phymorhynchus_buccinoides	0	Amia_calva	Phymorhynchus_buccinoides	Amia_calva-Phymorhynchus_buccinoides
1359.616	248	Alviniconcha_marisindica	Amia_calva	0	Alviniconcha_marisindica	Amia_calva	Alviniconcha_marisindica-Amia_calva
1359.616	248	Amia_calva	Plakobranchus_ocellatus	0	Amia_calva	Plakobranchus_ocellatus	Amia_calva-Plakobranchus_ocellatus
1359.616	248	Amia_calva	Biomphalaria_glabrata	0	Amia_calva	Biomphalaria_glabrata	Amia_calva-Biomphalaria_glabrata
1359.616	248	Achatina_immaculata	Amia_calva	0	Achatina_immaculata	Amia_calva	Achatina_immaculata-Amia_calva
1359.616	248	Amia_calva	Arion_vulgaris	0	Amia_calva	Arion_vulgaris	Amia_calva-Arion_vulgaris
1359.616	248	Amia_calva	Cepaea_nemoralis	0	Amia_calva	493	493-Amia_calva
1359.616	248	Amia_calva	Candidula_unifasciata	0	Amia_calva	493	493-Amia_calva
