divTime	mrca	species.1	species.2	n	spClade.1	spClade.2	pairClade
1359.616	248	Physeter_catodon	Procambarus_clarkii	0	275	Procambarus_clarkii	275-Procambarus_clarkii
1359.616	248	Bathynomus_jamesi	Physeter_catodon	5	Bathynomus_jamesi	275	275-Bathynomus_jamesi
1359.616	248	Parhyale_hawaiensis	Physeter_catodon	0	Parhyale_hawaiensis	275	275-Parhyale_hawaiensis
1359.616	248	Physeter_catodon	Trachelipus_rathkii	0	275	464	275-464
1359.616	248	Armadillidium_vulgare	Physeter_catodon	0	464	275	275-464
1359.616	248	Dimorphilus_gyrociliatus	Physeter_catodon	0	Dimorphilus_gyrociliatus	275	275-Dimorphilus_gyrociliatus
1359.616	248	Owenia_fusiformis	Physeter_catodon	0	Owenia_fusiformis	275	275-Owenia_fusiformis
1359.616	248	Capitella_teleta	Physeter_catodon	0	Capitella_teleta	275	275-Capitella_teleta
1359.616	248	Physeter_catodon	Streblospio_benedicti	0	275	Streblospio_benedicti	275-Streblospio_benedicti
1359.616	248	Hydroides_elegans	Physeter_catodon	0	Hydroides_elegans	275	275-Hydroides_elegans
1359.616	248	Paraescarpia_echinospica	Physeter_catodon	0	472	275	275-472
1359.616	248	Lamellibrachia_luymesi	Physeter_catodon	0	472	275	275-472
1359.616	248	Enchytraeus_crypticus	Physeter_catodon	0	Enchytraeus_crypticus	275	275-Enchytraeus_crypticus
1359.616	248	Helobdella_robusta	Physeter_catodon	0	Helobdella_robusta	275	275-Helobdella_robusta
1359.616	248	Hirudo_medicinalis	Physeter_catodon	0	476	275	275-476
1359.616	248	Physeter_catodon	Poecilobdella_manillensis	0	275	476	275-476
1359.616	248	Eisenia_fetida	Physeter_catodon	0	478	275	275-478
1359.616	248	Aporrectodea_caliginosa	Physeter_catodon	0	478	275	275-478
1359.616	248	Eudrilus_eugeniae	Physeter_catodon	0	Eudrilus_eugeniae	275	275-Eudrilus_eugeniae
1359.616	248	Amynthas_corticis	Physeter_catodon	0	480	275	275-480
1359.616	248	Metaphire_vulgaris	Physeter_catodon	0	480	275	275-480
1359.616	248	Gigantopelta_aegis	Physeter_catodon	0	Gigantopelta_aegis	275	275-Gigantopelta_aegis
1359.616	248	Haliotis_rufescens	Physeter_catodon	0	Haliotis_rufescens	275	275-Haliotis_rufescens
1359.616	248	Physeter_catodon	Steromphala_cineraria	0	275	Steromphala_cineraria	275-Steromphala_cineraria
1359.616	248	Patella_pellucida	Physeter_catodon	0	Patella_pellucida	275	275-Patella_pellucida
1359.616	248	Physeter_catodon	Pomacea_canaliculata	0	275	Pomacea_canaliculata	275-Pomacea_canaliculata
1359.616	248	Batillaria_attramentaria	Physeter_catodon	0	Batillaria_attramentaria	275	275-Batillaria_attramentaria
1359.616	248	Phymorhynchus_buccinoides	Physeter_catodon	0	Phymorhynchus_buccinoides	275	275-Phymorhynchus_buccinoides
1359.616	248	Alviniconcha_marisindica	Physeter_catodon	0	Alviniconcha_marisindica	275	275-Alviniconcha_marisindica
1359.616	248	Physeter_catodon	Plakobranchus_ocellatus	0	275	Plakobranchus_ocellatus	275-Plakobranchus_ocellatus
1359.616	248	Biomphalaria_glabrata	Physeter_catodon	0	Biomphalaria_glabrata	275	275-Biomphalaria_glabrata
1359.616	248	Achatina_immaculata	Physeter_catodon	1	Achatina_immaculata	275	275-Achatina_immaculata
1359.616	248	Arion_vulgaris	Physeter_catodon	0	Arion_vulgaris	275	275-Arion_vulgaris
1359.616	248	Cepaea_nemoralis	Physeter_catodon	0	493	275	275-493
1359.616	248	Candidula_unifasciata	Physeter_catodon	0	493	275	275-493
638	274	Inia_geoffrensis	Sphaerodactylus_townsendi	1	275	307	275-307
638	274	Inia_geoffrensis	Naja_naja	0	275	307	275-307
638	274	Inia_geoffrensis	Pseudonaja_textilis	0	275	307	275-307
638	274	Emydocephalus_ijimae	Inia_geoffrensis	0	307	275	275-307
638	274	Hydrophis_cyanocinctus	Inia_geoffrensis	0	307	275	275-307
638	274	Inia_geoffrensis	Pituophis_catenifer_pumilus	1	275	307	275-307
638	274	Inia_geoffrensis	Thamnophis_elegans	0	275	307	275-307
638	274	Crotalus_viridis_viridis	Inia_geoffrensis	0	307	275	275-307
638	274	Inia_geoffrensis	Varanus_komodoensis	1	275	307	275-307
638	274	Inia_geoffrensis	Sceloporus_undulatus	0	275	307	275-307
638	274	Aspidoscelis_marmoratus	Inia_geoffrensis	0	307	275	275-307
638	274	Inia_geoffrensis	Zootoca_vivipara	0	275	307	275-307
638	274	Crocodylus_porosus	Inia_geoffrensis	1	318	275	275-318
638	274	Gavialis_gangeticus	Inia_geoffrensis	0	318	275	275-318
638	274	Alligator_mississippiensis	Inia_geoffrensis	0	318	275	275-318
638	274	Dromaius_novaehollandiae	Inia_geoffrensis	1	318	275	275-318
638	274	Inia_geoffrensis	Melopsittacus_undulatus	0	275	318	275-318
638	274	Hirundo_rustica	Inia_geoffrensis	0	318	275	275-318
638	274	Falco_naumanni	Inia_geoffrensis	0	318	275	275-318
638	274	Colaptes_auratus	Inia_geoffrensis	0	318	275	275-318
638	274	Inia_geoffrensis	Merops_nubicus	0	275	318	275-318
638	274	Gymnogyps_californianus	Inia_geoffrensis	0	318	275	275-318
638	274	Apus_apus	Inia_geoffrensis	0	318	275	275-318
638	274	Inia_geoffrensis	Streptopelia_turtur	0	275	318	275-318
638	274	Gallus_gallus	Inia_geoffrensis	0	318	275	275-318
638	274	Emydura_subglobosa	Inia_geoffrensis	0	318	275	275-318
638	274	Inia_geoffrensis	Podocnemis_expansa	0	275	318	275-318
638	274	Inia_geoffrensis	Rafetus_swinhoei	1	275	318	275-318
638	274	Carettochelys_insculpta	Inia_geoffrensis	0	318	275	275-318
638	274	Dermatemys_mawii	Inia_geoffrensis	0	318	275	275-318
638	274	Chelydra_serpentina	Inia_geoffrensis	1	318	275	275-318
638	274	Dermochelys_coriacea	Inia_geoffrensis	0	318	275	275-318
638	274	Chelonia_mydas	Inia_geoffrensis	1	318	275	275-318
638	274	Chelonoidis_abingdonii	Inia_geoffrensis	1	318	275	275-318
638	274	Gopherus_evgoodei	Inia_geoffrensis	0	318	275	275-318
638	274	Chrysemys_picta_bellii	Inia_geoffrensis	0	318	275	275-318
638	274	Inia_geoffrensis	Malaclemys_terrapin_terrapin	1	275	318	275-318
828	263	Inia_geoffrensis	Latimeria_chalumnae	0	275	Latimeria_chalumnae	275-Latimeria_chalumnae
1359.616	248	Inia_geoffrensis	Nymphon_striatum	0	275	Nymphon_striatum	275-Nymphon_striatum
1359.616	248	Inia_geoffrensis	Tachypleus_gigas	1	275	346	275-346
1359.616	248	Carcinoscorpius_rotundicauda	Inia_geoffrensis	1	346	275	275-346
1359.616	248	Inia_geoffrensis	Limulus_polyphemus	0	275	346	275-346
1359.616	248	Dysdera_silvatica	Inia_geoffrensis	0	Dysdera_silvatica	275	275-Dysdera_silvatica
1359.616	248	Dolomedes_plantarius	Inia_geoffrensis	2	Dolomedes_plantarius	275	275-Dolomedes_plantarius
1359.616	248	Argiope_bruennichi	Inia_geoffrensis	0	Argiope_bruennichi	275	275-Argiope_bruennichi
1359.616	248	Inia_geoffrensis	Parasteatoda_tepidariorum	0	275	Parasteatoda_tepidariorum	275-Parasteatoda_tepidariorum
1359.616	248	Inia_geoffrensis	Rhipicephalus_sanguineus	0	275	Rhipicephalus_sanguineus	275-Rhipicephalus_sanguineus
1359.616	248	Inia_geoffrensis	Varroa_destructor	0	275	Varroa_destructor	275-Varroa_destructor
1359.616	248	Inia_geoffrensis	Tetranychus_urticae	0	275	Tetranychus_urticae	275-Tetranychus_urticae
1359.616	248	Aculops_lycopersici	Inia_geoffrensis	0	Aculops_lycopersici	275	275-Aculops_lycopersici
1359.616	248	Dermatophagoides_farinae	Inia_geoffrensis	0	Dermatophagoides_farinae	275	275-Dermatophagoides_farinae
1359.616	248	Inia_geoffrensis	Sarcoptes_scabiei	0	275	Sarcoptes_scabiei	275-Sarcoptes_scabiei
1359.616	248	Anisolabis_maritima	Inia_geoffrensis	1	Anisolabis_maritima	275	275-Anisolabis_maritima
1359.616	248	Inia_geoffrensis	Vandiemenella_viatica	0	275	Vandiemenella_viatica	275-Vandiemenella_viatica
1359.616	248	Gryllus_bimaculatus	Inia_geoffrensis	0	Gryllus_bimaculatus	275	275-Gryllus_bimaculatus
1359.616	248	Apteronemobius_asahinai	Inia_geoffrensis	0	Apteronemobius_asahinai	275	275-Apteronemobius_asahinai
1359.616	248	Inia_geoffrensis	Laupala_kohalensis	0	275	Laupala_kohalensis	275-Laupala_kohalensis
1359.616	248	Inia_geoffrensis	Timema_cristinae	1	275	Timema_cristinae	275-Timema_cristinae
1359.616	248	Clitarchus_hookeri	Inia_geoffrensis	0	Clitarchus_hookeri	275	275-Clitarchus_hookeri
1359.616	248	Blattella_germanica	Inia_geoffrensis	1	Blattella_germanica	275	275-Blattella_germanica
1359.616	248	Cryptotermes_secundus	Inia_geoffrensis	1	369	275	275-369
1359.616	248	Coptotermes_formosanus	Inia_geoffrensis	2	369	275	275-369
1359.616	248	Inia_geoffrensis	Isoperla_grammatica	0	275	Isoperla_grammatica	275-Isoperla_grammatica
1359.616	248	Brachyptera_putata	Inia_geoffrensis	0	Brachyptera_putata	275	275-Brachyptera_putata
1359.616	248	Inia_geoffrensis	Nemurella_pictetii	0	275	Nemurella_pictetii	275-Nemurella_pictetii
1359.616	248	Inia_geoffrensis	Lednia_tumana	0	275	Lednia_tumana	275-Lednia_tumana
1359.616	248	Amphinemura_sulcicollis	Inia_geoffrensis	0	Amphinemura_sulcicollis	275	275-Amphinemura_sulcicollis
1359.616	248	Inia_geoffrensis	Neoneuromus_ignobilis	0	275	Neoneuromus_ignobilis	275-Neoneuromus_ignobilis
1359.616	248	Chrysopa_pallens	Inia_geoffrensis	0	377	275	275-377
1359.616	248	Chrysoperla_carnea	Inia_geoffrensis	0	377	275	275-377
1359.616	248	Inia_geoffrensis	Tipula_oleracea	0	275	Tipula_oleracea	275-Tipula_oleracea
1359.616	248	Inia_geoffrensis	Mochlonyx_cinctipes	0	275	Mochlonyx_cinctipes	275-Mochlonyx_cinctipes
1359.616	248	Chaoborus_trivitattus	Inia_geoffrensis	0	Chaoborus_trivitattus	275	275-Chaoborus_trivitattus
1359.616	248	Anopheles_albimanus	Inia_geoffrensis	0	Anopheles_albimanus	275	275-Anopheles_albimanus
1359.616	248	Culex_quinquefasciatus	Inia_geoffrensis	0	Culex_quinquefasciatus	275	275-Culex_quinquefasciatus
1359.616	248	Aedes_aegypti	Inia_geoffrensis	0	Aedes_aegypti	275	275-Aedes_aegypti
1359.616	248	Inia_geoffrensis	Propsilocerus_akamusi	0	275	Propsilocerus_akamusi	275-Propsilocerus_akamusi
1359.616	248	Clunio_marinus	Inia_geoffrensis	0	Clunio_marinus	275	275-Clunio_marinus
1359.616	248	Inia_geoffrensis	Polypedilum_vanderplanki	0	275	Polypedilum_vanderplanki	275-Polypedilum_vanderplanki
1359.616	248	Chironomus_riparius	Inia_geoffrensis	0	Chironomus_riparius	275	275-Chironomus_riparius
1359.616	248	Inia_geoffrensis	Lutzomyia_longipalpis	0	275	Lutzomyia_longipalpis	275-Lutzomyia_longipalpis
1359.616	248	Inia_geoffrensis	Phlebotomus_papatasi	0	275	Phlebotomus_papatasi	275-Phlebotomus_papatasi
1359.616	248	Coboldia_fuscipes	Inia_geoffrensis	0	Coboldia_fuscipes	275	275-Coboldia_fuscipes
1359.616	248	Bibio_marci	Inia_geoffrensis	0	Bibio_marci	275	275-Bibio_marci
1359.616	248	Bolitophila_cinerea	Inia_geoffrensis	0	Bolitophila_cinerea	275	275-Bolitophila_cinerea
1359.616	248	Bradysia_coprophila	Inia_geoffrensis	0	Bradysia_coprophila	275	275-Bradysia_coprophila
1359.616	248	Catotricha_subobsoleta	Inia_geoffrensis	0	Catotricha_subobsoleta	275	275-Catotricha_subobsoleta
1359.616	248	Inia_geoffrensis	Sitodiplosis_mosellana	0	275	Sitodiplosis_mosellana	275-Sitodiplosis_mosellana
1359.616	248	Inia_geoffrensis	Mayetiola_destructor	0	275	Mayetiola_destructor	275-Mayetiola_destructor
1359.616	248	Eristalis_tenax	Inia_geoffrensis	0	Eristalis_tenax	275	275-Eristalis_tenax
1359.616	248	Inia_geoffrensis	Syritta_pipiens	0	275	Syritta_pipiens	275-Syritta_pipiens
1359.616	248	Inia_geoffrensis	Volucella_inanis	0	275	Volucella_inanis	275-Volucella_inanis
1359.616	248	Cheilosia_vulpina	Inia_geoffrensis	0	Cheilosia_vulpina	275	275-Cheilosia_vulpina
1359.616	248	Criorhina_berberina	Inia_geoffrensis	0	404	275	275-404
1359.616	248	Inia_geoffrensis	Xylota_sylvarum	0	275	404	275-404
1359.616	248	Inia_geoffrensis	Platycheirus_albimanus	0	275	405	275-405
1359.616	248	Inia_geoffrensis	Sphaerophoria_rueppellii	0	275	405	275-405
1359.616	248	Inia_geoffrensis	Scaeva_pyrastri	0	275	405	275-405
1359.616	248	Inia_geoffrensis	Xanthogramma_pedissequum	0	275	405	275-405
1359.616	248	Chrysotoxum_bicinctum	Inia_geoffrensis	0	405	275	275-405
1359.616	248	Ephydra_gracilis	Inia_geoffrensis	0	410	275	275-410
1359.616	248	Cirrula_hians	Inia_geoffrensis	0	410	275	275-410
1359.616	248	Inia_geoffrensis	Phortica_variegata	0	275	Phortica_variegata	275-Phortica_variegata
1359.616	248	Inia_geoffrensis	Leucophenga_varia	0	275	Leucophenga_varia	275-Leucophenga_varia
1359.616	248	Chymomyza_costata	Inia_geoffrensis	0	Chymomyza_costata	275	275-Chymomyza_costata
1359.616	248	Inia_geoffrensis	Scaptodrosophila_lebanonensis	0	275	Scaptodrosophila_lebanonensis	275-Scaptodrosophila_lebanonensis
1359.616	248	Drosophila_athabasca	Inia_geoffrensis	0	Drosophila_athabasca	275	275-Drosophila_athabasca
1359.616	248	Inia_geoffrensis	Lordiphosa_clarofinis	0	275	Lordiphosa_clarofinis	275-Lordiphosa_clarofinis
1359.616	248	Inia_geoffrensis	Scaptomyza_graminum	0	275	Scaptomyza_graminum	275-Scaptomyza_graminum
1359.616	248	Inia_geoffrensis	Zaprionus_capensis	0	275	Zaprionus_capensis	275-Zaprionus_capensis
1359.616	248	Inia_geoffrensis	Neomicropteryx_cornuta	0	275	Neomicropteryx_cornuta	275-Neomicropteryx_cornuta
1359.616	248	Inia_geoffrensis	Ypsolopha_scabrella	0	275	Ypsolopha_scabrella	275-Ypsolopha_scabrella
1359.616	248	Inia_geoffrensis	Notocelia_uddmanniana	0	275	Notocelia_uddmanniana	275-Notocelia_uddmanniana
1359.616	248	Inia_geoffrensis	Melinaea_marsaeus_rileyi	0	275	Melinaea_marsaeus_rileyi	275-Melinaea_marsaeus_rileyi
1359.616	248	Endotricha_flammealis	Inia_geoffrensis	0	Endotricha_flammealis	275	275-Endotricha_flammealis
1359.616	248	Cnaphalocrocis_exigua	Inia_geoffrensis	0	Cnaphalocrocis_exigua	275	275-Cnaphalocrocis_exigua
1359.616	248	Inia_geoffrensis	Parapoynx_stratiotata	0	275	Parapoynx_stratiotata	275-Parapoynx_stratiotata
1359.616	248	Habrosyne_pyritoides	Inia_geoffrensis	0	Habrosyne_pyritoides	275	275-Habrosyne_pyritoides
1359.616	248	Crocallis_elinguaria	Inia_geoffrensis	0	Crocallis_elinguaria	275	275-Crocallis_elinguaria
1359.616	248	Inia_geoffrensis	Orgyia_antiqua	0	275	Orgyia_antiqua	275-Orgyia_antiqua
1359.616	248	Dendrolimus_kikuchii	Inia_geoffrensis	0	Dendrolimus_kikuchii	275	275-Dendrolimus_kikuchii
1359.616	248	Hydropsyche_tenuis	Inia_geoffrensis	0	Hydropsyche_tenuis	275	275-Hydropsyche_tenuis
1359.616	248	Inia_geoffrensis	Stenopsyche_tienmushanensis	0	275	Stenopsyche_tienmushanensis	275-Stenopsyche_tienmushanensis
1359.616	248	Inia_geoffrensis	Plectrocnemia_conspersa	0	275	Plectrocnemia_conspersa	275-Plectrocnemia_conspersa
1359.616	248	Glossosoma_conforme	Inia_geoffrensis	0	Glossosoma_conforme	275	275-Glossosoma_conforme
1359.616	248	Agrypnia_vestita	Inia_geoffrensis	0	Agrypnia_vestita	275	275-Agrypnia_vestita
1359.616	248	Inia_geoffrensis	Limnephilus_lunatus	1	275	434	275-434
1359.616	248	Hesperophylax_magnus	Inia_geoffrensis	1	434	275	275-434
1359.616	248	Inia_geoffrensis	Microvelia_longipes	0	275	Microvelia_longipes	275-Microvelia_longipes
1359.616	248	Gerris_buenoi	Inia_geoffrensis	0	Gerris_buenoi	275	275-Gerris_buenoi
1359.616	248	Inia_geoffrensis	Lethocerus_indicus	0	275	Lethocerus_indicus	275-Lethocerus_indicus
1359.616	248	Apolygus_lucorum	Inia_geoffrensis	0	Apolygus_lucorum	275	275-Apolygus_lucorum
1359.616	248	Inia_geoffrensis	Riptortus_pedestris	0	275	Riptortus_pedestris	275-Riptortus_pedestris
1359.616	248	Aelia_acuminata	Inia_geoffrensis	0	Aelia_acuminata	275	275-Aelia_acuminata
1359.616	248	Inia_geoffrensis	Nilaparvata_lugens	0	275	Nilaparvata_lugens	275-Nilaparvata_lugens
1359.616	248	Homalodisca_vitripennis	Inia_geoffrensis	0	Homalodisca_vitripennis	275	275-Homalodisca_vitripennis
1359.616	248	Inia_geoffrensis	Trialeurodes_vaporariorum	0	275	Trialeurodes_vaporariorum	275-Trialeurodes_vaporariorum
1359.616	248	Inia_geoffrensis	Pachypsylla_venusta	0	275	Pachypsylla_venusta	275-Pachypsylla_venusta
1359.616	248	Inia_geoffrensis	Phenacoccus_solenopsis	0	275	Phenacoccus_solenopsis	275-Phenacoccus_solenopsis
1359.616	248	Inia_geoffrensis	Schizaphis_graminum	0	275	446	275-446
1359.616	248	Eriosoma_lanigerum	Inia_geoffrensis	0	446	275	275-446
1359.616	248	Inia_geoffrensis	Pantala_flavescens	0	275	449	275-449
1359.616	248	Inia_geoffrensis	Ladona_fulva	0	275	449	275-449
1359.616	248	Inia_geoffrensis	Rhinocypha_anisoptera	0	275	Rhinocypha_anisoptera	275-Rhinocypha_anisoptera
1359.616	248	Inia_geoffrensis	Ischnura_elegans	0	275	Ischnura_elegans	275-Ischnura_elegans
1359.616	248	Calopteryx_splendens	Inia_geoffrensis	1	Calopteryx_splendens	275	275-Calopteryx_splendens
1359.616	248	Ephemera_danica	Inia_geoffrensis	0	Ephemera_danica	275	275-Ephemera_danica
1359.616	248	Baetis_rhodani	Inia_geoffrensis	0	Baetis_rhodani	275	275-Baetis_rhodani
1359.616	248	Cloeon_dipterum	Inia_geoffrensis	0	Cloeon_dipterum	275	275-Cloeon_dipterum
1359.616	248	Inia_geoffrensis	Notodromas_monacha	0	275	Notodromas_monacha	275-Notodromas_monacha
1359.616	248	Daphnia_pulicaria	Inia_geoffrensis	0	Daphnia_pulicaria	275	275-Daphnia_pulicaria
1359.616	248	Eurytemora_affinis	Inia_geoffrensis	0	Eurytemora_affinis	275	275-Eurytemora_affinis
1359.616	248	Inia_geoffrensis	Paracyclopina_nana	0	275	Paracyclopina_nana	275-Paracyclopina_nana
1359.616	248	Inia_geoffrensis	Lepeophtheirus_salmonis	0	275	Lepeophtheirus_salmonis	275-Lepeophtheirus_salmonis
1359.616	248	Inia_geoffrensis	Macrobrachium_nipponense	0	275	Macrobrachium_nipponense	275-Macrobrachium_nipponense
1359.616	248	Inia_geoffrensis	Portunus_trituberculatus	0	275	Portunus_trituberculatus	275-Portunus_trituberculatus
1359.616	248	Inia_geoffrensis	Procambarus_clarkii	0	275	Procambarus_clarkii	275-Procambarus_clarkii
1359.616	248	Bathynomus_jamesi	Inia_geoffrensis	5	Bathynomus_jamesi	275	275-Bathynomus_jamesi
1359.616	248	Inia_geoffrensis	Parhyale_hawaiensis	0	275	Parhyale_hawaiensis	275-Parhyale_hawaiensis
1359.616	248	Inia_geoffrensis	Trachelipus_rathkii	0	275	464	275-464
1359.616	248	Armadillidium_vulgare	Inia_geoffrensis	0	464	275	275-464
1359.616	248	Dimorphilus_gyrociliatus	Inia_geoffrensis	0	Dimorphilus_gyrociliatus	275	275-Dimorphilus_gyrociliatus
1359.616	248	Inia_geoffrensis	Owenia_fusiformis	0	275	Owenia_fusiformis	275-Owenia_fusiformis
1359.616	248	Capitella_teleta	Inia_geoffrensis	0	Capitella_teleta	275	275-Capitella_teleta
1359.616	248	Inia_geoffrensis	Streblospio_benedicti	0	275	Streblospio_benedicti	275-Streblospio_benedicti
1359.616	248	Hydroides_elegans	Inia_geoffrensis	0	Hydroides_elegans	275	275-Hydroides_elegans
1359.616	248	Inia_geoffrensis	Paraescarpia_echinospica	0	275	472	275-472
1359.616	248	Inia_geoffrensis	Lamellibrachia_luymesi	0	275	472	275-472
1359.616	248	Enchytraeus_crypticus	Inia_geoffrensis	0	Enchytraeus_crypticus	275	275-Enchytraeus_crypticus
1359.616	248	Helobdella_robusta	Inia_geoffrensis	0	Helobdella_robusta	275	275-Helobdella_robusta
1359.616	248	Hirudo_medicinalis	Inia_geoffrensis	0	476	275	275-476
1359.616	248	Inia_geoffrensis	Poecilobdella_manillensis	0	275	476	275-476
1359.616	248	Eisenia_fetida	Inia_geoffrensis	0	478	275	275-478
1359.616	248	Aporrectodea_caliginosa	Inia_geoffrensis	0	478	275	275-478
1359.616	248	Eudrilus_eugeniae	Inia_geoffrensis	0	Eudrilus_eugeniae	275	275-Eudrilus_eugeniae
1359.616	248	Amynthas_corticis	Inia_geoffrensis	0	480	275	275-480
1359.616	248	Inia_geoffrensis	Metaphire_vulgaris	0	275	480	275-480
1359.616	248	Gigantopelta_aegis	Inia_geoffrensis	0	Gigantopelta_aegis	275	275-Gigantopelta_aegis
1359.616	248	Haliotis_rufescens	Inia_geoffrensis	0	Haliotis_rufescens	275	275-Haliotis_rufescens
1359.616	248	Inia_geoffrensis	Steromphala_cineraria	0	275	Steromphala_cineraria	275-Steromphala_cineraria
1359.616	248	Inia_geoffrensis	Patella_pellucida	0	275	Patella_pellucida	275-Patella_pellucida
1359.616	248	Inia_geoffrensis	Pomacea_canaliculata	0	275	Pomacea_canaliculata	275-Pomacea_canaliculata
1359.616	248	Batillaria_attramentaria	Inia_geoffrensis	0	Batillaria_attramentaria	275	275-Batillaria_attramentaria
1359.616	248	Inia_geoffrensis	Phymorhynchus_buccinoides	0	275	Phymorhynchus_buccinoides	275-Phymorhynchus_buccinoides
1359.616	248	Alviniconcha_marisindica	Inia_geoffrensis	0	Alviniconcha_marisindica	275	275-Alviniconcha_marisindica
1359.616	248	Inia_geoffrensis	Plakobranchus_ocellatus	0	275	Plakobranchus_ocellatus	275-Plakobranchus_ocellatus
1359.616	248	Biomphalaria_glabrata	Inia_geoffrensis	0	Biomphalaria_glabrata	275	275-Biomphalaria_glabrata
1359.616	248	Achatina_immaculata	Inia_geoffrensis	1	Achatina_immaculata	275	275-Achatina_immaculata
1359.616	248	Arion_vulgaris	Inia_geoffrensis	0	Arion_vulgaris	275	275-Arion_vulgaris
1359.616	248	Cepaea_nemoralis	Inia_geoffrensis	0	493	275	275-493
1359.616	248	Candidula_unifasciata	Inia_geoffrensis	0	493	275	275-493
638	274	Lipotes_vexillifer	Sphaerodactylus_townsendi	0	275	307	275-307
638	274	Lipotes_vexillifer	Naja_naja	0	275	307	275-307
638	274	Lipotes_vexillifer	Pseudonaja_textilis	0	275	307	275-307
638	274	Emydocephalus_ijimae	Lipotes_vexillifer	0	307	275	275-307
638	274	Hydrophis_cyanocinctus	Lipotes_vexillifer	0	307	275	275-307
638	274	Lipotes_vexillifer	Pituophis_catenifer_pumilus	1	275	307	275-307
638	274	Lipotes_vexillifer	Thamnophis_elegans	0	275	307	275-307
638	274	Crotalus_viridis_viridis	Lipotes_vexillifer	0	307	275	275-307
638	274	Lipotes_vexillifer	Varanus_komodoensis	1	275	307	275-307
638	274	Lipotes_vexillifer	Sceloporus_undulatus	0	275	307	275-307
638	274	Aspidoscelis_marmoratus	Lipotes_vexillifer	0	307	275	275-307
638	274	Lipotes_vexillifer	Zootoca_vivipara	0	275	307	275-307
638	274	Crocodylus_porosus	Lipotes_vexillifer	0	318	275	275-318
638	274	Gavialis_gangeticus	Lipotes_vexillifer	0	318	275	275-318
638	274	Alligator_mississippiensis	Lipotes_vexillifer	1	318	275	275-318
638	274	Dromaius_novaehollandiae	Lipotes_vexillifer	1	318	275	275-318
638	274	Lipotes_vexillifer	Melopsittacus_undulatus	0	275	318	275-318
638	274	Hirundo_rustica	Lipotes_vexillifer	0	318	275	275-318
638	274	Falco_naumanni	Lipotes_vexillifer	0	318	275	275-318
638	274	Colaptes_auratus	Lipotes_vexillifer	0	318	275	275-318
638	274	Lipotes_vexillifer	Merops_nubicus	0	275	318	275-318
638	274	Gymnogyps_californianus	Lipotes_vexillifer	0	318	275	275-318
638	274	Apus_apus	Lipotes_vexillifer	0	318	275	275-318
638	274	Lipotes_vexillifer	Streptopelia_turtur	0	275	318	275-318
638	274	Gallus_gallus	Lipotes_vexillifer	0	318	275	275-318
638	274	Emydura_subglobosa	Lipotes_vexillifer	0	318	275	275-318
638	274	Lipotes_vexillifer	Podocnemis_expansa	0	275	318	275-318
638	274	Lipotes_vexillifer	Rafetus_swinhoei	0	275	318	275-318
638	274	Carettochelys_insculpta	Lipotes_vexillifer	0	318	275	275-318
638	274	Dermatemys_mawii	Lipotes_vexillifer	0	318	275	275-318
638	274	Chelydra_serpentina	Lipotes_vexillifer	0	318	275	275-318
638	274	Dermochelys_coriacea	Lipotes_vexillifer	0	318	275	275-318
638	274	Chelonia_mydas	Lipotes_vexillifer	0	318	275	275-318
638	274	Chelonoidis_abingdonii	Lipotes_vexillifer	0	318	275	275-318
638	274	Gopherus_evgoodei	Lipotes_vexillifer	0	318	275	275-318
638	274	Chrysemys_picta_bellii	Lipotes_vexillifer	0	318	275	275-318
638	274	Lipotes_vexillifer	Malaclemys_terrapin_terrapin	0	275	318	275-318
828	263	Latimeria_chalumnae	Lipotes_vexillifer	0	Latimeria_chalumnae	275	275-Latimeria_chalumnae
1359.616	248	Lipotes_vexillifer	Nymphon_striatum	0	275	Nymphon_striatum	275-Nymphon_striatum
1359.616	248	Lipotes_vexillifer	Tachypleus_gigas	1	275	346	275-346
1359.616	248	Carcinoscorpius_rotundicauda	Lipotes_vexillifer	1	346	275	275-346
1359.616	248	Limulus_polyphemus	Lipotes_vexillifer	0	346	275	275-346
1359.616	248	Dysdera_silvatica	Lipotes_vexillifer	0	Dysdera_silvatica	275	275-Dysdera_silvatica
1359.616	248	Dolomedes_plantarius	Lipotes_vexillifer	2	Dolomedes_plantarius	275	275-Dolomedes_plantarius
1359.616	248	Argiope_bruennichi	Lipotes_vexillifer	0	Argiope_bruennichi	275	275-Argiope_bruennichi
1359.616	248	Lipotes_vexillifer	Parasteatoda_tepidariorum	1	275	Parasteatoda_tepidariorum	275-Parasteatoda_tepidariorum
1359.616	248	Lipotes_vexillifer	Rhipicephalus_sanguineus	0	275	Rhipicephalus_sanguineus	275-Rhipicephalus_sanguineus
1359.616	248	Lipotes_vexillifer	Varroa_destructor	0	275	Varroa_destructor	275-Varroa_destructor
1359.616	248	Lipotes_vexillifer	Tetranychus_urticae	0	275	Tetranychus_urticae	275-Tetranychus_urticae
1359.616	248	Aculops_lycopersici	Lipotes_vexillifer	0	Aculops_lycopersici	275	275-Aculops_lycopersici
1359.616	248	Dermatophagoides_farinae	Lipotes_vexillifer	0	Dermatophagoides_farinae	275	275-Dermatophagoides_farinae
1359.616	248	Lipotes_vexillifer	Sarcoptes_scabiei	0	275	Sarcoptes_scabiei	275-Sarcoptes_scabiei
1359.616	248	Anisolabis_maritima	Lipotes_vexillifer	1	Anisolabis_maritima	275	275-Anisolabis_maritima
